"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","consc_diff"
"1471",2,77,77,"pos",53,54,"limbs",11,"One has more limbs than the other (arm like)",-1
"1472",2,77,77,"neg",54,54,"blood",11,"The color of their blood.",0
"1473",2,76,76,"pos",100,75,"mirror",16,"Dirt on their forehead",25
"1474",2,76,76,"pos",100,88,"trace",16,"Associate between light and treat",12
"1475",2,76,76,"pos",100,100,"limbs",10,"Arms were different",0
"1476",2,76,76,"neg",100,100,"deception",9,"hiding or not hiding when stealing",0
"1477",2,76,76,"pos",100,100,"discrimination",14,"able or unable to tell differences",0
"1478",2,76,76,"neg",100,100,"blood",12,"blood color",0
"1479",2,76,76,"neg",100,100,"eyes",10,"eye position",0
"1480",2,76,76,"neg",100,100,"DNA",16,"chemical building blocks",0
"1481",2,75,75,"neg",80,79,"discrimination",15,"Tell difference between similar objects",1
"1482",2,75,75,"neg",85,75,"mirror",17,"More clean conscious",10
"1483",2,75,75,"neg",77,79,"blood",13,"Different colored blood",-2
"1484",2,75,75,"neg",75,67,"deception",10,"More sneaky",8
"1485",2,75,75,"neg",71,71,"limbs",11,"Different numbered limbs",0
"1486",2,75,75,"pos",74,68,"DNA",15,"Related to humans",6
"1487",2,75,75,"neg",71,72,"eyes",11,"Different positioned eyes",-1
"1488",2,75,75,"pos",91,74,"trace",15,"Smarter",17
"1489",2,74,74,"pos",65,64,"eyes",10,"eye position",1
"1490",2,74,74,"pos",80,35,"mirror",16,"Mirror perception",45
"1491",2,74,74,"neg",62,38,"deception",11,"Self Preservation",24
"1492",2,74,74,"neg",62,62,"discrimination",16,"object discernment",0
"1493",2,74,74,"neg",79,79,"trace",16,"Stimulus/Reward Recognition",0
"1494",2,74,74,"pos",74,74,"limbs",10,"Number of Appendages",0
"1495",2,74,74,"pos",75,76,"blood",12,"Blood color",-1
"1496",2,74,74,"pos",83,33,"DNA",14,"Chemical makeup",50
"1497",2,73,73,"pos",100,100,"deception",10,"Hide when caught stealing",0
"1498",2,73,73,"pos",100,100,"trace",15,"Associate things easily",0
"1499",2,73,73,"pos",100,100,"DNA",13,"Human building blocks",0
"1500",2,73,73,"pos",100,100,"eyes",9,"Side by side eyes",0
"1501",2,73,73,"pos",100,100,"blood",11,"Red blood",0
"1502",2,73,73,"pos",100,100,"mirror",15,"Understand mirrors",0
"1503",2,73,73,"pos",100,95,"discrimination",15,"Can distinguish objects",5
"1504",2,73,73,"pos",100,100,"limbs",9,"Two arms",0
"1505",2,72,72,"neg",100,100,"eyes",10,"positioning of eyes",0
"1506",2,72,72,"pos",100,100,"deception",9,"more shy",0
"1507",2,72,72,"pos",100,100,"mirror",14,"more hygienic; cleaner",0
"1508",2,72,72,"neg",100,100,"DNA",14,"DNA looks different",0
"1509",2,72,72,"pos",100,100,"discrimination",14,"more efficient/intelligent",0
"1510",2,72,72,"pos",100,100,"trace",14,"more intelligent",0
"1511",2,72,72,"pos",100,100,"blood",10,"different color blood",0
"1512",2,72,72,"neg",100,100,"limbs",10,"less arms",0
"1513",2,71,71,"pos",70,69,"blood",9,"blood color",1
"1514",2,71,71,"pos",85,86,"trace",13,"behavior with light",-1
"1515",2,71,71,"pos",73,73,"discrimination",13,"identification of similar shapes",0
"1516",2,71,71,"pos",73,61,"eyes",9,"eye location",12
"1517",2,71,71,"pos",61,57,"mirror",13,"interaction with mirror",4
"1518",2,71,71,"pos",88,58,"DNA",13,"chemical bond makeup",30
"1519",2,71,71,"neg",71,54,"deception",10,"stealing behaviour",17
"1520",2,71,71,"pos",60,58,"limbs",9,"number of limbs",2
"1521",2,70,70,"neg",69,71,"eyes",10,"Their eye placement",-2
"1522",2,70,70,"neg",77,79,"mirror",14,"Elms are cleanest",-2
"1523",2,70,70,"neg",75,77,"limbs",10,"number of limbs",-2
"1524",2,70,70,"neg",76,79,"DNA",14,"human chemicals",-3
"1525",2,70,70,"neg",73,81,"discrimination",14,"seeing differences",-8
"1526",2,70,70,"pos",74,77,"blood",8,"colour of blood",-3
"1527",2,70,70,"neg",75,78,"deception",11,"they feel shame",-3
"1528",2,70,70,"neg",90,93,"trace",14,"timing of treat",-3
"1529",2,69,69,"neg",59,58,"blood",9,"The blood color is different",1
"1530",2,69,69,"pos",65,57,"discrimination",13,"They cannot learn easy rules",8
"1531",2,69,69,"neg",62,60,"deception",12,"They steal foods from people",2
"1532",2,69,69,"pos",38,66,"DNA",13,"They have different DNA genes",-28
"1533",2,69,69,"pos",41,44,"trace",13,"They have tolerances to light",-3
"1534",2,69,69,"pos",63,62,"limbs",9,"They have different arms",1
"1535",2,69,69,"neg",61,63,"mirror",15,"They have different hygiene practices",-2
"1536",2,69,69,"pos",60,63,"eyes",9,"The have different eyes",-3
"1537",2,68,68,"pos",72,73,"deception",11,"Huls are less bold and less confrontational",-1
"1538",2,68,68,"pos",84,86,"mirror",14,"chubs are diligent",-2
"1539",2,68,68,"neg",79,84,"limbs",10,"outwards appearance is different",-5
"1540",2,68,68,"pos",80,73,"discrimination",12,"more developed skill set",7
"1541",2,68,68,"pos",80,84,"trace",12,"Yubs learn quicker",-4
"1542",2,68,68,"neg",82,84,"blood",10,"colour of blood",-2
"1543",2,68,68,"pos",82,72,"DNA",12,"genetically different",10
"1544",2,68,68,"neg",63,66,"eyes",10,"slight difference in appearance",-3
"1545",2,67,67,"neg",100,100,"discrimination",13,"telling differences between similar objects",0
"1546",2,67,67,"neg",100,100,"blood",11,"blood color",0
"1547",2,67,67,"neg",100,100,"DNA",13,"DNA similarities",0
"1548",2,67,67,"neg",100,100,"limbs",11,"number of limbs",0
"1549",2,67,67,"neg",100,100,"mirror",15,"level of cleanliness",0
"1550",2,67,67,"neg",100,100,"eyes",11,"eye placement",0
"1551",2,67,67,"neg",100,100,"trace",13,"association response time",0
"1552",2,67,67,"pos",100,100,"deception",10,"level of discretion",0
"1553",2,66,66,"pos",100,100,"deception",9,"Hide when caught",0
"1554",2,66,66,"neg",87,87,"limbs",12,"Vems more arms",0
"1555",2,66,66,"neg",78,77,"eyes",12,"Fiks have vertical eye",1
"1556",2,66,66,"neg",91,91,"DNA",14,"Toff Human-like Genes",0
"1557",2,66,66,"neg",100,100,"blood",12,"Yub Red Blood",0
"1558",2,66,66,"neg",100,98,"discrimination",14,"Xons cant tell difference",2
"1559",2,66,66,"pos",100,84,"mirror",14,"Pods self awareness",16
"1560",2,66,66,"neg",93,87,"trace",14,"Leems longer memory",6
"1561",2,65,65,"neg",100,100,"mirror",15,"Hygienically picky",0
"1562",2,65,65,"neg",100,100,"discrimination",15,"Visually differently abled",0
"1563",2,65,65,"neg",100,100,"trace",15,"Critical thinking",0
"1564",2,65,65,"neg",50,50,"limbs",13,"Physiologically varied",0
"1565",2,65,65,"neg",51,50,"eyes",13,"Wear different glasses",1
"1566",2,65,65,"neg",100,100,"deception",10,"Chups understand rules",0
"1567",2,65,65,"neg",100,100,"DNA",15,"Different genetic makeup",0
"1568",2,65,65,"neg",100,100,"blood",13,"Blood color",0
"1569",2,64,64,"pos",78,18,"limbs",12,"Dobs have two arm like limbs, while vems have 5",60
"1570",2,64,64,"pos",92,25,"trace",14,"Elms can make association between light after time while Chups cant",67
"1571",2,64,64,"pos",87,31,"eyes",12,"Xons have two eyes left and right, while Zags have them above each other",56
"1572",2,64,64,"pos",75,27,"deception",9,"Leems steal food and hide, Toffs steals but dont hide",48
"1573",2,64,64,"pos",81,30,"mirror",14,"Norps rub off dirts on their face, while Huls ignores it",51
"1574",2,64,64,"pos",75,30,"DNA",14,"Yub has chemical building blocks similar to human DNA, Rubs dont",45
"1575",2,64,64,"pos",87,26,"blood",12,"Gek blood is red, while Fik, their blood is yellow",61
"1576",2,64,64,"pos",79,21,"discrimination",14,"Shukscan differentiate between similar objects, while Pods cant",58
"1577",2,63,63,"pos",70,27,"DNA",13,"Huls' DNA is made up of human DNA whereas Zags isn't",43
"1578",2,63,63,"pos",56,51,"limbs",11,"Geks have less arm-like limbs than Toffs",5
"1579",2,63,63,"pos",52,50,"mirror",13,"Fiks remove fleck of dirt on their forehead if seen in mirror whereas Elms do not",2
"1580",2,63,63,"pos",58,50,"discrimination",13,"Chups can tell the difference between very similar objects whereas Xons cannot",8
"1581",2,63,63,"pos",53,50,"eyes",11,"Rubs have two eyes placed one above the other whereas Yubs have their eyes side-by-side",3
"1582",2,63,63,"pos",53,50,"blood",11,"Shuk's blood is red whereas Dob's blood is yellow",3
"1583",2,63,63,"neg",54,50,"deception",10,"Leems hide themselves when caught stealing food whereas Vems do not.",4
"1584",2,63,63,"pos",63,50,"trace",13,"Pods can make the association between light and treat even after a delay in them being presented whereas Norps cannot",13
"1585",2,62,62,"pos",100,0,"blood",10,"blood colour",100
"1586",2,62,62,"neg",12,59,"deception",11,"toffs hide,fiks dont",-47
"1587",2,62,62,"pos",14,15,"limbs",10,"pods have more arms than chups",-1
"1588",2,62,62,"pos",82,4,"discrimination",12,"vems are more intelligent than geks",78
"1589",2,62,62,"neg",11,7,"trace",14,"elms are slightly more intelligentthan rubs",4
"1590",2,62,62,"pos",30,31,"eyes",10,"norps eyes appear more human thanhuls",-1
"1591",2,62,62,"pos",0,0,"DNA",12,"leem chemical makeup is more similiar to humans than xons",0
"1592",2,62,62,"pos",29,23,"mirror",12,"spacial comprehension",6
"1593",2,61,61,"pos",100,100,"limbs",9,"The number of arm-like limbs, two versus five.",0
"1594",2,61,61,"neg",100,100,"DNA",13,"Human DNA resemblance versus none",0
"1595",2,61,61,"pos",100,100,"deception",10,"One hides the other doesn't.",0
"1596",2,61,61,"neg",100,100,"discrimination",13,"Tell differences in similar objects.",0
"1597",2,61,61,"neg",100,100,"trace",15,"Association is done when the treat is given.",0
"1598",2,61,61,"neg",100,100,"eyes",11,"Where the eyes are situated.",0
"1599",2,61,61,"neg",100,100,"blood",11,"Color of blood.",0
"1600",2,61,61,"neg",100,100,"mirror",13,"One rubs dirt off their face.",0
"1601",2,60,60,"pos",94,70,"mirror",12,"cleaniness of the forehead",24
"1602",2,60,60,"pos",93,93,"eyes",10,"placement of the eyes",0
"1603",2,60,60,"neg",80,55,"deception",11,"Vems hide, Geks do not!",25
"1604",2,60,60,"pos",94,76,"discrimination",12,"Different appearance of colours",18
"1605",2,60,60,"pos",95,74,"DNA",12,"Chemical resemblance to human DNA",21
"1606",2,60,60,"neg",97,93,"limbs",10,"Difference in the number of limbs",4
"1607",2,60,60,"pos",95,87,"blood",10,"Colour of blood",8
"1608",2,60,60,"pos",90,85,"trace",14,"difference in time the treat was given",5
"1609",2,59,59,"pos",100,90,"trace",13,"making associations",10
"1610",2,59,59,"pos",87,86,"DNA",11,"the way in which their dna is made",1
"1611",2,59,59,"neg",100,98,"blood",11,"colour of blood",2
"1612",2,59,59,"neg",96,97,"mirror",13,"self awareness",-1
"1613",2,59,59,"neg",100,100,"eyes",11,"position of eyes",0
"1614",2,59,59,"pos",100,100,"limbs",9,"number of limbs",0
"1615",2,59,59,"pos",100,100,"discrimination",11,"intelligence",0
"1616",2,59,59,"pos",100,97,"deception",10,"consequences of behaviour",3
"1617",2,58,58,"pos",78,53,"deception",9,"Geks hide after stealing.",25
"1618",2,58,58,"pos",83,69,"discrimination",10,"Norps differentiate similar items",14
"1619",2,58,58,"pos",54,53,"eyes",10,"Zags have lateral vision.",1
"1620",2,58,58,"pos",85,81,"trace",12,"Xons have a better memory function.",4
"1621",2,58,58,"pos",62,61,"blood",10,"The colour of their blood.",1
"1622",2,58,58,"neg",56,56,"limbs",10,"the number of arms",0
"1623",2,58,58,"pos",69,68,"mirror",12,"Elms have no perception of mirrors",1
"1624",2,58,58,"pos",56,56,"DNA",10,"Vems more similar to humans",0
"1625",2,57,57,"neg",100,100,"discrimination",11,"differentiates similar objects",0
"1626",2,57,57,"neg",100,100,"mirror",13,"Can understand mirrors",0
"1627",2,57,57,"pos",100,100,"blood",9,"Different blood colour",0
"1628",2,57,57,"pos",100,100,"eyes",9,"Different eye position",0
"1629",2,57,57,"pos",100,100,"limbs",9,"Less limbs",0
"1630",2,57,57,"neg",100,100,"deception",10,"Hide after stealing",0
"1631",2,57,57,"neg",100,100,"DNA",11,"human DNA resemblance",0
"1632",2,57,57,"neg",100,100,"trace",13,"Associates treat and light",0
"1633",2,56,56,"pos",100,92,"trace",12,"Memory of association",8
"1634",2,56,56,"neg",84,76,"deception",11,"Care being caught",8
"1635",2,56,56,"neg",90,89,"limbs",10,"number of limbs",1
"1636",2,56,56,"pos",78,24,"mirror",12,"recognition of self",54
"1637",2,56,56,"pos",81,81,"DNA",10,"resemblance to humans",0
"1638",2,56,56,"pos",100,90,"discrimination",10,"differenece in intelligence",10
"1639",2,56,56,"neg",88,88,"eyes",10,"position of eyes",0
"1640",2,56,56,"neg",81,81,"blood",10,"color of blood",0
"1641",2,55,55,"neg",100,100,"eyes",11,"Eye position",0
"1642",2,55,55,"neg",100,100,"mirror",13,"Use of mirrors",0
"1643",2,55,55,"neg",50,52,"blood",11,"Blood color",-2
"1644",2,55,55,"neg",100,100,"discrimination",11,"Ability to compare",0
"1645",2,55,55,"pos",100,100,"limbs",9,"Number of limbs",0
"1646",2,55,55,"neg",100,100,"DNA",11,"Human DNA resemblance",0
"1647",2,55,55,"neg",100,100,"trace",13,"Training capabilities",0
"1648",2,55,55,"neg",100,100,"deception",12,"Self-preservation",0
"1649",2,54,54,"neg",100,100,"eyes",12,"Eye position",0
"1650",2,54,54,"pos",100,100,"DNA",10,"Human DNA resemblance",0
"1651",2,54,54,"pos",100,100,"limbs",8,"Number of limbs",0
"1652",2,54,54,"neg",100,100,"mirror",14,"Mirror usage",0
"1653",2,54,54,"neg",100,100,"trace",14,"Training capabilities",0
"1654",2,54,54,"neg",100,100,"discrimination",12,"Compare and contrast",0
"1655",2,54,54,"pos",100,100,"blood",10,"Blood color",0
"1656",2,54,54,"neg",100,100,"deception",13,"Self-preservation",0
"1657",2,52,52,"pos",72,73,"DNA",9,"DNA resemblance",-1
"1658",2,52,52,"pos",96,37,"deception",12,"Personality",59
"1659",2,52,52,"pos",88,76,"discrimination",11,"Xons are smarter",12
"1660",2,52,52,"pos",74,74,"eyes",11,"Physical appearance",0
"1661",2,52,52,"neg",84,85,"blood",11,"Blood composition",-1
"1662",2,52,52,"neg",79,81,"limbs",9,"Number of limbs",-2
"1663",2,52,52,"pos",83,61,"mirror",13,"Self awareness",22
"1664",2,52,52,"pos",96,66,"trace",13,"Elms were insightful",30
"1665",2,51,51,"neg",59,50,"trace",16,"memory retention time",9
"1666",2,51,51,"pos",72,50,"mirror",12,"pods self aware",22
"1667",2,51,51,"pos",53,54,"limbs",8,"number of limbs",-1
"1668",2,51,51,"pos",50,51,"eyes",10,"eye position",-1
"1669",2,51,51,"neg",49,50,"DNA",10,"dna structure",-1
"1670",2,51,51,"neg",58,50,"discrimination",14,"rubs see better",8
"1671",2,51,51,"neg",50,51,"blood",10,"bllod colour",-1
"1672",2,51,51,"neg",49,50,"deception",11,"geks hide",-1
"1673",2,50,50,"pos",97,96,"blood",10,"The colour of their blood differs",1
"1674",2,50,50,"neg",98,99,"mirror",14,"Both are clean but Shuks don't worry about dirt on their face",-1
"1675",2,50,50,"pos",82,83,"eyes",10,"the alignment of the aliens eyes is different",-1
"1676",2,50,50,"neg",90,90,"limbs",10,"the number of arms differs between the groups",0
"1677",2,50,50,"neg",93,93,"DNA",10,"their genetic make up",0
"1678",2,50,50,"pos",99,99,"deception",11,"their perception of 'wrong'",0
"1679",2,50,50,"neg",98,97,"discrimination",12,"differing perceptions",1
"1680",2,50,50,"neg",98,98,"trace",14,"ability to retain information",0
"1681",2,49,49,"neg",50,51,"deception",12,"Rubs hide themselves",-1
"1682",2,49,49,"neg",50,52,"trace",15,"Leems can be conditioned",-2
"1683",2,49,49,"neg",50,50,"discrimination",13,"Zags can tell differences",0
"1684",2,49,49,"neg",50,50,"DNA",11,"Chups have ACTG",0
"1685",2,49,49,"neg",50,50,"mirror",15,"Pods can recognize themselves",0
"1686",2,49,49,"pos",50,50,"eyes",9,"Toffs have vertically aligned eyes",0
"1687",2,49,49,"neg",50,50,"limbs",11,"Shuks have five arms",0
"1688",2,49,49,"neg",50,50,"blood",11,"Vems have red blood",0
"1689",2,48,48,"neg",100,100,"eyes",11,"position of eyes",0
"1690",2,48,48,"neg",100,100,"mirror",13,"cleaning mirror reflection",0
"1691",2,48,48,"pos",100,100,"discrimination",13,"more intelligent",0
"1692",2,48,48,"neg",83,100,"deception",12,"evading consequences",-17
"1693",2,48,48,"neg",100,100,"limbs",9,"less limbs",0
"1694",2,48,48,"pos",100,100,"trace",15,"better treat association",0
"1695",2,48,48,"pos",100,100,"DNA",9,"chemical building blocks",0
"1696",2,48,48,"neg",100,100,"blood",11,"blood colour",0
"1697",2,47,47,"pos",100,100,"blood",10,"Blood colour",0
"1698",2,47,47,"pos",100,51,"DNA",10,"Resemble Human DNA",49
"1699",2,47,47,"neg",100,100,"eyes",10,"Eyes at front",0
"1700",2,47,47,"neg",100,74,"trace",16,"Detect differences easily",26
"1701",2,47,47,"neg",81,82,"deception",13,"Hide when caught",-1
"1702",2,47,47,"neg",100,100,"discrimination",14,"Cannot tell difference",0
"1703",2,47,47,"pos",100,100,"limbs",10,"Two arm-like limbs",0
"1704",2,47,47,"pos",100,49,"mirror",14,"Cannot understand mirror",51
"1705",2,47,47,"neg",100,100,"limbs",10,"Xons 2 arms, Dobs 5",0
"1706",2,47,47,"neg",100,100,"deception",13,"Zags hide their stealing, Huls don't",0
"1707",2,47,47,"pos",100,100,"eyes",10,"Shuks have eves side by side, Pods have one above the other",0
"1708",2,47,47,"neg",100,100,"mirror",14,"Toffs ignore fleck of dirt on mirror, chups do not",0
"1709",2,47,47,"neg",100,100,"trace",16,"Fiks can only associate treat with light if immediate, geks can wait longer",0
"1710",2,47,47,"neg",100,100,"discrimination",14,"Leems can tell the difference between similar objects, Yubs cannot",0
"1711",2,47,47,"neg",100,100,"DNA",10,"Vems are made up of same as human DNA, Norps are not",0
"1712",2,47,47,"pos",100,100,"blood",10,"Elm blood is red, Rub blood is yellow",0
"1713",2,46,46,"neg",100,100,"deception",14,"hide when caught",0
"1714",2,46,46,"pos",100,100,"limbs",9,"3 less limbs",0
"1715",2,46,46,"neg",100,100,"trace",17,"maybe more intelligent",0
"1716",2,46,46,"neg",100,100,"blood",11,"colour of blood",0
"1717",2,46,46,"neg",100,100,"DNA",11,"baseline chemistry",0
"1718",2,46,46,"neg",100,100,"mirror",15,"wording above is ambivalent (ignore the mirror rather than don't recognise themselves in mirror and clean forehead) - so can't answer",0
"1719",2,46,46,"neg",100,100,"discrimination",15,"different perceptions",0
"1720",2,46,46,"neg",100,100,"eyes",11,"eye placement",0
"1721",2,45,45,"neg",86,78,"mirror",16,"Yubs ignores mirrors",8
"1722",2,45,45,"neg",36,32,"deception",15,"Chups dont care",4
"1723",2,45,45,"pos",60,60,"blood",10,"Different coloured blood",0
"1724",2,45,45,"neg",72,70,"trace",18,"Norps are impatient",2
"1725",2,45,45,"neg",59,59,"DNA",12,"Different DNA",0
"1726",2,45,45,"neg",58,57,"limbs",10,"Number of limbs",1
"1727",2,45,45,"neg",60,60,"discrimination",16,"Fiks learn quickly",0
"1728",2,45,45,"pos",57,58,"eyes",10,"Different eye locations",-1
"1729",2,44,44,"pos",50,49,"trace",17,"Huls' memory is more long-lasting than Dobs",1
"1730",2,44,44,"pos",51,50,"eyes",9,"Chups have eyes horizontally aligned, Norps have them vertically aligned.",1
"1731",2,44,44,"neg",50,49,"limbs",11,"Geks are human-like, Yubs have five arm-like limbs.",1
"1732",2,44,44,"neg",49,50,"blood",11,"Pods' blood is red but Vems' blood is yellow",-1
"1733",2,44,44,"neg",50,52,"DNA",13,"Rubs' DNAs are made up of the same chemical building blocks as humans. Leems' DNAs are not.",-2
"1734",2,44,44,"neg",51,50,"discrimination",17,"Toffs can identify small differences, Elms can't",1
"1735",2,44,44,"pos",56,50,"deception",14,"Fiks have sense of guilt; Shuks don't",6
"1736",2,44,44,"neg",51,50,"mirror",17,"Zags understand mirror, Xons don't.",1
"1737",2,43,43,"pos",90,81,"discrimination",16,"Rubs can tell the difference between similar objects",9
"1738",2,43,43,"neg",96,100,"mirror",18,"Shuks have self awareness when looking in the mirror",-4
"1739",2,43,43,"pos",97,99,"DNA",12,"Yubs genes chemical blocks are similar to human DNA",-2
"1740",2,43,43,"pos",100,100,"blood",10,"Elm blood is red gek is yellow",0
"1741",2,43,43,"pos",80,92,"limbs",10,"Zags only have two arm like limbs",-12
"1742",2,43,43,"neg",100,100,"eyes",10,"Their eyes are in different positions",0
"1743",2,43,43,"neg",96,100,"trace",18,"Huls were able to identify association for Longer",-4
"1744",2,43,43,"neg",94,93,"deception",15,"Vems are sneakier when committing crime",1
"1745",2,42,42,"pos",52,53,"discrimination",15,"attention to detail",-1
"1746",2,42,42,"pos",51,51,"DNA",11,"different dna makeup",0
"1747",2,42,42,"pos",49,50,"limbs",9,"amount of arms",-1
"1748",2,42,42,"pos",49,49,"mirror",17,"cleanliness of face",0
"1749",2,42,42,"pos",49,51,"trace",17,"more overall intelligence",-2
"1750",2,42,42,"pos",49,50,"blood",9,"different blood colour",-1
"1751",2,42,42,"pos",49,50,"eyes",9,"location of eyes",-1
"1752",2,42,42,"pos",48,49,"deception",14,"prefer to hide",-1
"1753",2,41,41,"pos",84,47,"discrimination",14,"tell difference",37
"1754",2,41,41,"neg",50,65,"limbs",10,"two arm limbs",-15
"1755",2,41,41,"neg",50,45,"DNA",12,"same chemical blocks human DNA",5
"1756",2,41,41,"neg",50,100,"blood",10,"blood is red",-50
"1757",2,41,41,"neg",50,65,"trace",18,"treat given longer",-15
"1758",2,41,41,"pos",73,50,"deception",13,"hide themselves when caught",23
"1759",2,41,41,"neg",64,50,"eyes",10,"right and left eyes not situated above one another",14
"1760",2,41,41,"pos",91,50,"mirror",16,"Rub their face when see dirt",41
"1761",2,40,40,"neg",85,75,"mirror",17,"self-image",10
"1762",2,40,40,"pos",79,80,"DNA",11,"DNA and similarity to human DNA",-1
"1763",2,40,40,"pos",76,78,"blood",9,"The difference in blood colour",-2
"1764",2,40,40,"pos",76,76,"eyes",9,"Location of eyes",0
"1765",2,40,40,"pos",74,74,"deception",12,"hiding after being caught stealing.",0
"1766",2,40,40,"pos",72,73,"limbs",9,"the number of arms they have",-1
"1767",2,40,40,"neg",82,83,"trace",19,"associating light from a treat",-1
"1768",2,40,40,"neg",78,78,"discrimination",15,"ability to differentiate similar objects",0
"1769",2,39,39,"neg",0,0,"discrimination",16,"Fiks see similar better",0
"1770",2,39,39,"neg",0,0,"trace",20,"Toffs need treat quicker",0
"1771",2,39,39,"neg",0,0,"mirror",18,"Vems ignore mirror dirt",0
"1772",2,39,39,"neg",66,64,"blood",10,"Blood different colors",2
"1773",2,39,39,"neg",0,0,"deception",13,"Huls are bolder thieves",0
"1774",2,39,39,"neg",0,0,"DNA",12,"Geks are more alienz",0
"1775",2,39,39,"neg",0,0,"limbs",10,"Dobs has more arms",0
"1776",2,39,39,"neg",0,0,"eyes",10,"Eyes on different axis",0
"1777",2,38,38,"pos",89,75,"deception",12,"Leems have a sense of guilt",14
"1778",2,38,38,"pos",53,53,"limbs",9,"Less limbs",0
"1779",2,38,38,"pos",61,50,"mirror",17,"Understanding of self",11
"1780",2,38,38,"pos",51,51,"eyes",9,"Location of eyes",0
"1781",2,38,38,"pos",52,52,"DNA",11,"Genetic differences",0
"1782",2,38,38,"neg",52,52,"blood",11,"Colour of blood",0
"1783",2,38,38,"neg",52,52,"discrimination",17,"Attention to detail",0
"1784",2,38,38,"pos",67,56,"trace",19,"Short term memory",11
"1785",2,37,37,"neg",80,80,"blood",12,"blood color",0
"1786",2,37,37,"pos",77,75,"DNA",10,"chemical building blocks",2
"1787",2,37,37,"pos",79,77,"discrimination",16,"seeing differences",2
"1788",2,37,37,"neg",78,77,"mirror",18,"seeing mirrors",1
"1789",2,37,37,"neg",77,76,"eyes",10,"eye position",1
"1790",2,37,37,"neg",76,76,"limbs",10,"number of limbs",0
"1791",2,37,37,"neg",79,79,"deception",13,"feelings of guilt",0
"1792",2,37,37,"pos",78,75,"trace",18,"associating two things",3
"1793",2,36,36,"pos",64,64,"limbs",9,"More limbs.",0
"1794",2,36,36,"pos",76,41,"eyes",9,"Position of eyes.",35
"1795",2,36,36,"pos",81,32,"deception",12,"Vems hide.",49
"1796",2,36,36,"pos",66,33,"DNA",9,"DNA",33
"1797",2,36,36,"pos",38,65,"discrimination",15,"Differentiate similar objects.",-27
"1798",2,36,36,"pos",56,70,"trace",17,"Differentiate light.",-14
"1799",2,36,36,"pos",56,69,"mirror",17,"Doesn't ignore mirrors.",-13
"1800",2,36,36,"pos",60,38,"blood",11,"Blood is red.",22
"1801",2,35,35,"neg",73,74,"DNA",10,"Chemical building blocks",-1
"1802",2,35,35,"pos",80,78,"blood",10,"blood color",2
"1803",2,35,35,"neg",78,80,"limbs",10,"number of arms",-2
"1804",2,35,35,"pos",81,75,"trace",16,"memory span",6
"1805",2,35,35,"neg",86,83,"eyes",10,"Eye placement",3
"1806",2,35,35,"pos",86,74,"discrimination",14,"Differentiating similar objects",12
"1807",2,35,35,"pos",82,83,"deception",11,"Reaction to trouble",-1
"1808",2,35,35,"pos",87,80,"mirror",16,"Self concept",7
"1809",2,34,34,"neg",100,100,"discrimination",15,"Norps can differentiate",0
"1810",2,34,34,"pos",100,100,"eyes",9,"vertically stacked eyes",0
"1811",2,34,34,"pos",53,53,"DNA",9,"Human DNA chemicals",0
"1812",2,34,34,"pos",88,88,"limbs",9,"number of arms",0
"1813",2,34,34,"pos",100,100,"mirror",15,"self-awareness",0
"1814",2,34,34,"neg",100,100,"trace",17,"Xons learn better",0
"1815",2,34,34,"pos",69,69,"blood",9,"color of blood",0
"1816",2,34,34,"neg",100,97,"deception",12,"caught Shuks hide",3
"1817",2,33,33,"neg",81,85,"eyes",10,"Location of eyes",-4
"1818",2,33,33,"neg",96,78,"DNA",10,"Chemical building blocks",18
"1819",2,33,33,"neg",98,57,"blood",10,"Color of blood",41
"1820",2,33,33,"neg",95,65,"limbs",10,"number of limbs",30
"1821",2,33,33,"neg",98,23,"deception",13,"hiding when caught",75
"1822",2,33,33,"pos",100,34,"discrimination",14,"ability to differentiate",66
"1823",2,33,33,"pos",88,29,"mirror",14,"ignore forehead dirt",59
"1824",2,33,33,"pos",91,17,"trace",16,"duration of treat",74
"1825",2,32,32,"pos",0,0,"blood",9,"blood color",0
"1826",2,32,32,"pos",0,1,"discrimination",13,"different objects",-1
"1827",2,32,32,"pos",74,93,"deception",12,"dont hide",-19
"1828",2,32,32,"pos",94,94,"trace",15,"time to see",0
"1829",2,32,32,"pos",98,97,"eyes",9,"top and bottom",1
"1830",2,32,32,"pos",97,96,"limbs",9,"number of arms",1
"1831",2,32,32,"pos",100,77,"DNA",9,"no dna resemblence",23
"1832",2,32,32,"pos",99,99,"mirror",13,"dont remove dirt",0
"1833",2,31,31,"pos",100,100,"eyes",8,"Norps have vertical eye spacing, Yubs have horizontal.",0
"1834",2,31,31,"neg",100,100,"mirror",14,"Cleaning habits",0
"1835",2,31,31,"pos",100,100,"DNA",8,"Shuks resemble humans more.",0
"1836",2,31,31,"pos",100,100,"limbs",8,"Geks have more arms.",0
"1837",2,31,31,"neg",89,86,"discrimination",14,"Zags are less intelligent in object dtermination.",3
"1838",2,31,31,"neg",100,100,"deception",13,"Pods don't hide when caught.",0
"1839",2,31,31,"pos",100,99,"blood",8,"The blood color.",1
"1840",2,31,31,"neg",100,100,"trace",16,"The treat response.",0
"1841",2,30,30,"neg",98,99,"blood",9,"Leems have red blood; Fiks have blue blood",-1
